"Time","F1",
3.19,0.03,
3.2,0.03,
3.21,0.03,
3.22,0.03,
3.23,0.03,
3.24,0.03,
3.25,0.03,
3.26,0.03,
3.27,0.03,
3.28,0.03,
3.29,0.03,
3.3,0.03,
3.31,0.03,
3.32,0.03,
3.33,0.03,
3.34,0.03,
3.35,0.03,
3.36,0.03,
3.37,0.03,
3.38,0.03,
3.39,0.03,
3.4,0.03,
3.41,0.03,
3.42,0.03,
3.43,0.03,
3.44,0.03,
3.45,0.03,
3.46,0.03,
3.47,0.03,
3.48,0.03,
3.49,0.03,
3.5,0.03,
3.51,0.03,
3.52,0.03,
3.53,0.03,
3.54,0.03,
3.55,0.03,
3.56,0.03,
3.57,0.03,
3.58,0.03,
3.59,0.03,
3.6,0.03,
3.61,0.03,
3.62,0.03,
3.63,0.03,
3.64,0.03,
3.65,0.03,
3.66,0.03,
3.67,0.028,
3.68,0.028,
3.69,0.02,
3.7,0.02,
3.71,0.02,
3.72,0.02,
3.73,0.02,
3.74,0.02,
3.75,0.02,
3.76,0.02,
3.77,0.02,
3.78,0.02,
3.79,0.02,
3.8,0.02,
3.81,0.02,
3.82,0.02,
3.83,0.02,
3.84,0.02,
3.85,0.02,
3.86,0.02,
3.87,0.02,
3.88,0.03,
3.89,0.03,
3.9,0.03,
3.91,0.03,
3.92,0.03,
3.93,0.03,
3.94,0.03,
3.95,0.03,
3.96,0.03,
3.97,0.03,
3.98,0.03,
3.99,0.03,
4,0.03,
4.01,0.03,
4.02,0.03,
4.03,0.03,
4.04,0.03,
4.05,0.03,
4.06,0.03,
4.07,0.03,
4.08,0.03,
4.09,0.03,
4.1,0.03,
4.11,0.03,
4.12,0.03,
4.13,0.03,
4.14,0.03,
4.15,0.03,
4.16,0.03,
4.17,0.03,
4.18,0.03,
4.19,0.03,
4.2,0.03,
4.21,0.03,
4.22,0.03,
4.23,0.03,
4.24,0.03,
4.25,0.03,
4.26,0.03,
4.27,0.03,
4.28,0.03,
4.29,0.03,
4.3,0.03,
4.31,0.03,
4.32,0.03,
4.33,0.03,
4.34,0.03,
4.35,0.03,
4.36,0.03,
4.37,0.03,
4.38,0.03,
4.39,0.03,
4.4,0.03,
4.41,0.03,
4.42,0.03,
4.43,0.03,
4.44,0.03,
4.45,0.03,
4.46,0.03,
4.47,0.03,
4.48,0.03,
4.49,0.03,
4.5,0.03,
4.51,0.03,
4.52,0.03,
4.53,0.03,
4.54,0.03,
4.55,0.03,
4.56,0.03,
4.57,0.03,
4.58,0.03,
4.59,0.03,
4.6,0.03,
4.61,0.03,
4.62,0.03,
4.63,0.03,
4.64,0.03,
4.65,0.03,
4.66,0.03,
4.67,0.03,
4.68,0.03,
4.69,0.03,
4.7,0.03,
4.71,0.03,
4.72,0.03,
4.73,0.03,
4.74,0.03,
4.75,0.03,
4.76,0.03,
4.77,0.03,
4.78,0.03,
4.79,0.03,
4.8,0.03,
4.81,0.03,
4.82,0.03,
4.83,0.03,
4.84,0.03,
4.85,0.03,
4.86,0.03,
4.87,0.03,
4.88,0.03,
4.89,0.028,
4.9,0.028,
4.91,0.02,
4.92,0.02,
4.93,0.02,
4.94,0.02,
4.95,0.02,
4.96,0.02,
4.97,0.02,
4.98,0.02,
4.99,0.02,
5,0.02,
5.01,0.02,
5.02,0.02,
5.03,0.02,
5.04,0.02,
5.05,0.02,
5.06,0.02,
5.07,0.02,
5.08,0.02,
5.09,0.02,
5.1,0.03,
5.11,0.03,
5.12,0.03,
5.13,0.03,
5.14,0.03,
5.15,0.03,
5.16,0.03,
5.17,0.03,
5.18,0.03,
5.19,0.03,
5.2,0.03,
5.21,0.03,
5.22,0.03,
5.23,0.03,
5.24,0.03,
5.25,0.03,
5.26,0.03,
5.27,0.03,
5.28,0.03,
5.29,0.03,
5.3,0.03,
5.31,0.03,
5.32,0.03,
5.33,0.03,
5.34,0.03,
5.35,0.03,
5.36,0.03,
5.37,0.03,
5.38,0.03,
5.39,0.03,
5.4,0.03,
5.41,0.03,
5.42,0.03,
5.43,0.03,
5.44,0.03,
5.45,0.03,
5.46,0.03,
5.47,0.03,
5.48,0.03,
5.49,0.03,
5.5,0.03,
5.51,0.03,
5.52,0.03,
5.53,0.03,
5.54,0.03,
5.55,0.03,
5.56,0.03,
5.57,0.03,
5.58,0.03,
5.59,0.03,
5.6,0.03,
5.61,0.03,
5.62,0.03,
5.63,0.03,
5.64,0.03,
5.65,0.03,
5.66,0.03,
5.67,0.03,
5.68,0.03,
5.69,0.03,
5.7,0.03,
